Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Log,YearsWithOtherCompanies,AgeAtJoining,IncomePerYearWorked
1.662642207,-1.3005474,-0.173743537,-1.869117425,0.261599463,-0.245330666,-1.041751262,-0.654997884,1.532774303,-0.666278287,2.160410325,2.37524547,1.219278785,0.201051248,-0.021593657,0.644689669,0.325341024,0.590586367,0.778563318,-0.306097821,0.840401907,0.082524101,-0.830547372,1.2282774,-0.380797454
0.122437612,1.421295164,-0.905439507,-0.895732692,1.18550233,1.266208655,-1.041751262,0.248797646,-1.638465136,1.534863789,-0.065334359,-0.421009118,-0.623094931,-0.968462549,-0.570689517,0.644689669,0.325341024,-1.348977716,-1.322107739,-0.789124524,-1.331188255,-1.545621597,1.007573455,0.980365645,0.077299356
-0.390963919,1.468566653,-0.783490179,1.051036773,1.18550233,-0.489127331,0.356678034,0.248797646,1.286524623,-0.666278287,-1.178206701,-0.421009118,0.298091927,-0.968462549,-0.387657563,0.644689669,0.325341024,0.20267355,0.778563318,0.659955586,-1.331188255,-0.946151176,-0.830547372,-0.507104889,-0.100436483
-0.519314302,0.505721066,-0.905439507,-0.895732692,1.18550233,0.632337327,0.356678034,1.152593176,-0.304659663,-1.106506702,-0.62177053,-0.421009118,0.298091927,-0.968462549,-0.387657563,-0.708550438,-1.073468208,0.008717142,0.778563318,0.659955586,0.530174741,-0.849660963,-0.567958682,-0.507104889,-0.085311949
0.250787995,-1.457289705,1.655496387,0.07765204,1.18550233,-1.074239327,-1.041751262,0.248797646,-0.738132354,-1.106506702,1.603974154,2.37524547,-0.623094931,-0.968462549,-0.021593657,-0.708550438,0.325341024,0.396629959,0.778563318,-0.306097821,1.150629073,1.20493831,-0.567958682,-0.011281378,-0.236850757
-0.00591277,1.237185155,2.1432937,0.07765204,0.261599463,1.363727321,0.356678034,0.248797646,0.359284696,1.534863789,-0.62177053,-0.421009118,-0.623094931,1.370565046,1.259630014,0.644689669,-1.073468208,0.008717142,0.778563318,2.592062399,0.840401907,0.119958822,1.795339523,-0.011281378,-1.150668021
-0.90436545,-1.61403201,0.679901761,-0.895732692,1.18550233,-0.830442662,-1.041751262,0.248797646,-0.189423829,-1.106506702,-0.899988616,-0.421009118,1.219278785,-0.968462549,-0.021593657,0.644689669,0.325341024,0.396629959,0.178371587,-0.789124524,1.150629073,-0.283214772,-0.567958682,-1.126884278,-0.427702512
-0.647664685,-0.327749921,2.021344371,-1.869117425,-1.58620627,-1.708110655,0.356678034,0.248797646,0.161073427,-0.666278287,0.491101812,-0.421009118,1.219278785,0.201051248,-0.936753423,-2.061790544,-1.073468208,-0.379195675,-0.721916008,1.142982289,-0.400506757,-0.944905026,-0.830547372,-0.383149011,1.033642724
-0.262613536,1.35411989,1.167699074,-0.895732692,-0.662303403,1.314967988,0.356678034,1.152593176,-0.742217732,-1.106506702,-1.178206701,-0.421009118,0.298091927,0.201051248,-1.302817329,-0.708550438,0.325341024,-0.9610649,-0.721916008,-0.306097821,-0.710733923,-1.107713421,-0.567958682,0.360586256,2.677049219
-1.032715833,-1.738430665,1.777445715,0.07765204,0.261599463,-0.781683329,-1.041751262,0.248797646,-0.152091927,1.094635374,-0.343552445,-0.421009118,-0.623094931,-0.968462549,-0.75372147,1.997929775,0.325341024,-0.573152083,-0.721916008,-0.789124524,-0.400506757,-1.600214922,-0.305369993,-0.631060767,0.415626827
2.176043738,1.038147308,-0.905439507,1.051036773,-1.58620627,0.583577994,-1.041751262,1.152593176,1.126208756,-0.226049872,0.212883726,-0.421009118,0.298091927,-0.968462549,3.822077356,0.644689669,0.325341024,3.499932492,1.078659183,0.659955586,0.840401907,2.079273844,0.744984765,-0.135237255,-1.596878173
0.250787995,-1.071653876,-0.905439507,0.07765204,1.18550233,-1.025479994,0.356678034,1.152593176,-1.36939369,1.094635374,-1.178206701,-0.421009118,0.298091927,-0.968462549,-0.75372147,0.644689669,0.325341024,-0.767108491,-0.721916008,-0.306097821,-0.710733923,-0.394228357,-0.042781303,0.732453889,0.658671251
-0.00591277,1.035659334,-0.051794209,1.051036773,0.261599463,0.778615326,-1.041751262,-1.558793415,-0.991848414,1.975092204,2.160410325,2.37524547,-0.623094931,-0.968462549,-0.021593657,1.997929775,0.325341024,-0.379195675,-0.421820143,-0.789124524,-0.400506757,-0.659625296,0.482396076,0.236630378,-0.47597618
-0.262613536,-0.952231167,-0.295692866,1.051036773,-1.58620627,-0.63540533,0.356678034,-0.654997884,1.023651681,-1.106506702,-1.178206701,-0.421009118,0.298091927,-0.968462549,0.527502202,1.997929775,0.325341024,0.978499184,0.478467453,0.176928882,2.081310571,1.62275848,-0.567958682,-0.878972522,-0.651425516
-0.262613536,-0.255598701,-0.417642194,-1.869117425,-0.662303403,0.827374659,0.356678034,-1.558793415,0.433244125,-0.226049872,-1.178206701,-0.421009118,0.298091927,-0.968462549,-0.387657563,-0.708550438,0.325341024,-0.573152083,-0.721916008,-0.306097821,-0.400506757,-0.914638788,0.219807386,0.1126745,-0.095497016
2.176043738,1.194889612,-0.539591522,0.07765204,0.261599463,-0.391608665,0.356678034,0.248797646,-0.463707654,0.654406959,-1.178206701,-0.421009118,1.219278785,0.201051248,2.906917591,0.644689669,-1.073468208,1.366412,2.57913851,1.142982289,1.150629073,2.466046722,2.320516902,1.2282774,-1.433867714
0.764189527,-0.275502486,-0.173743537,1.051036773,0.261599463,-0.879201995,0.356678034,-0.654997884,1.006746669,-1.106506702,-1.178206701,-0.421009118,1.219278785,0.201051248,-0.021593657,-0.708550438,0.325341024,0.396629959,0.778563318,1.142982289,-0.710733923,0.600243574,-0.567958682,0.484542133,-0.314401281
-0.390963919,0.304195245,-0.905439507,0.07765204,0.261599463,0.583577994,0.356678034,1.152593176,-1.036364947,0.654406959,-1.178206701,-0.421009118,1.219278785,-0.968462549,-0.570689517,0.644689669,0.325341024,-1.155021308,-1.022011874,-0.789124524,-1.331188255,-1.223772426,0.744984765,0.360586256,0.134054293
-1.546117365,0.028030232,-1.027388835,0.07765204,-0.662303403,-0.245330666,0.356678034,1.152593176,-1.550559072,-0.226049872,0.212883726,-0.421009118,-1.544281789,0.201051248,-0.75372147,-0.708550438,-1.073468208,-0.9610649,-1.322107739,0.176928882,-1.331188255,-1.377567438,0.219807386,-0.878972522,0.460497335
0.89253991,1.172497855,-0.905439507,-0.895732692,1.18550233,0.291021996,1.755107329,0.248797646,1.112402996,-0.666278287,-0.899988616,-0.421009118,1.219278785,1.370565046,-0.75372147,0.644689669,-1.073468208,-0.379195675,-0.421820143,-0.306097821,-0.090279591,-1.118648015,-0.567958682,1.104321522,0.512677785
1.790992589,0.167356725,-0.783490179,-0.895732692,-1.58620627,0.973652658,-1.041751262,0.248797646,-1.439267741,-0.666278287,-0.343552445,-0.421009118,0.298091927,-0.968462549,-1.302817329,-0.708550438,0.325341024,-0.767108491,-0.721916008,-0.789124524,-0.710733923,-1.092785186,-0.830547372,2.219924422,2.682314114
-0.390963919,0.844085406,-1.027388835,0.07765204,0.261599463,-1.171757992,1.755107329,-1.558793415,-1.526187679,-0.226049872,1.047537983,-0.421009118,-1.544281789,1.370565046,-0.021593657,0.644689669,0.325341024,-0.379195675,-0.421820143,-0.306097821,-0.400506757,0.167463011,0.482396076,-0.135237255,-0.36990426
-0.776015068,-0.200863293,-1.027388835,-0.895732692,0.261599463,-0.391608665,0.356678034,1.152593176,-0.457227399,-0.666278287,2.160410325,2.37524547,1.219278785,-0.968462549,0.344470249,-0.708550438,0.325341024,0.978499184,1.078659183,0.659955586,0.840401907,-0.363682804,-0.830547372,-1.374796033,-0.734943339
0.122437612,-0.979598871,1.167699074,-0.895732692,-0.662303403,0.339781329,0.356678034,-0.654997884,-0.535272206,0.654406959,1.603974154,2.37524547,-1.544281789,-0.968462549,-0.387657563,-2.061790544,0.325341024,-1.155021308,-1.322107739,-0.789124524,-1.331188255,-0.877052631,1.007573455,0.856409767,-0.089605506
1.277591058,1.018243523,-0.539591522,1.051036773,-1.58620627,1.558764653,0.356678034,1.152593176,0.904189594,0.654406959,1.603974154,2.37524547,0.298091927,-0.968462549,0.710534155,1.997929775,0.325341024,0.396629959,0.478467453,-0.789124524,1.150629073,0.296351847,0.482396076,0.980365645,-0.890610417
1.020890292,1.70741207,-1.027388835,2.024421506,-0.662303403,0.437299995,0.356678034,-1.558793415,-1.411233595,1.094635374,1.603974154,2.37524547,0.298091927,0.201051248,-0.20462561,-0.708550438,-1.073468208,-0.573152083,-0.421820143,-0.306097821,-0.400506757,0.19358497,0.482396076,1.352233278,-0.166408715
